RefSeq	Chr	Strand	Start	End	Symbol
GRMZM2G561067_T01	3	+	39481522	39482504	GRMZM2G561067
GRMZM2G561114_T01	1	-	198450560	198450825	GRMZM2G561114
GRMZM2G561273_T01	5	+	199031974	199032445	GRMZM2G561273
GRMZM2G561444_T01	6	-	35271465	35272171	GRMZM2G561444
GRMZM2G562000_T01	1	+	183301243	183302490	GRMZM2G562000
GRMZM2G562569_T01	10	+	88360315	88361052	GRMZM2G562569
GRMZM2G562681_T01	7	-	12279455	12280062	GRMZM2G562681
GRMZM2G562929_T01	8	-	171759555	171764010	GRMZM2G562929
GRMZM2G562970_T01	3	+	55401118	55401742	GRMZM2G562970
GRMZM2G563190_T01	3	-	190947709	190953804	GRMZM2G563190
GRMZM2G563662_T01	1	-	98645522	98645774	GRMZM2G563662
GRMZM2G563726_T01	2	+	200227209	200228136	GRMZM2G563726
GRMZM2G563728_T01	6	-	4675334	4681164	GRMZM2G563728
GRMZM2G563732_T01	6	-	4688668	4691148	GRMZM2G563732
GRMZM2G564101_T01	2	+	29382886	29383487	GRMZM2G564101
GRMZM2G564181_T01	5	+	98353973	98354471	GRMZM2G564181
GRMZM2G564469_T01	1	+	220120563	220120966	GRMZM2G564469
GRMZM2G564571_T01	2	-	230613407	230614309	GRMZM2G564571
GRMZM2G564586_T01	2	+	211037627	211040938	GRMZM2G564586
GRMZM2G564747_T01	4	+	222893237	222894352	GRMZM2G564747
GRMZM2G564932_T01	5	+	83129875	83130749	GRMZM2G564932
GRMZM2G565037_T01	8	-	173111366	173111982	GRMZM2G565037
GRMZM2G565140_T01	3	-	122399261	122403503	GRMZM2G565140
GRMZM2G565441_T01	7	+	120236307	120236803	GRMZM2G565441
GRMZM2G565600_T01	1	+	184936557	184937962	GRMZM2G565600
GRMZM2G565806_T01	2	+	29804388	29804591	GRMZM2G565806
GRMZM2G565856_T01	10	-	146844787	146850597	GRMZM2G565856
GRMZM2G565911_T01	10	+	35928714	35930292	GRMZM2G565911
GRMZM2G565940_T01	2	-	132746640	132747026	GRMZM2G565940
GRMZM2G566307_T01	10	+	97953333	97954011	GRMZM2G566307
GRMZM2G566400_T01	8	+	171326108	171326659	GRMZM2G566400
GRMZM2G566436_T01	6	-	156466669	156468291	GRMZM2G566436
GRMZM2G566688_T01	1	-	60596444	60601150	GRMZM2G566688
GRMZM2G566786_T02	8	-	10072048	10076873	GRMZM2G566786
GRMZM2G566804_T01	8	+	167160285	167160983	GRMZM2G566804
GRMZM2G567165_T01	8	+	174922060	174922832	GRMZM2G567165
GRMZM2G567512_T01	5	-	138123559	138123783	GRMZM2G567512
GRMZM2G567619_T01	2	+	95792678	95798055	GRMZM2G567619
GRMZM2G567711_T01	4	+	165615992	165617115	GRMZM2G567711
GRMZM2G567739_T01	9	+	69062149	69063468	GRMZM2G567739
GRMZM2G567897_T01	6	-	38791920	38793588	GRMZM2G567897
GRMZM2G568290_T01	10	-	19358412	19359208	GRMZM2G568290
GRMZM2G568427_T01	2	+	130834286	130835592	GRMZM2G568427
GRMZM2G568478_T01	1	+	284551212	284552013	GRMZM2G568478
GRMZM2G568484_T01	1	+	284540182	284548642	GRMZM2G568484
GRMZM2G568537_T01	10	-	113216419	113216810	GRMZM2G568537
GRMZM2G568636_T01	4	+	56335734	56340792	GRMZM2G568636
GRMZM2G568645_T01	7	+	175864005	175864684	GRMZM2G568645
GRMZM2G568912_T02	8	-	63120309	63125114	GRMZM2G568912
GRMZM2G568947_T01	7	-	167469599	167471678	GRMZM2G568947
GRMZM2G568979_T01	10	-	61396722	61397227	GRMZM2G568979
GRMZM2G569356_T01	7	+	150491576	150492106	GRMZM2G569356
GRMZM2G569390_T01	5	-	117967397	118056274	GRMZM2G569390
GRMZM2G569752_T01	4	-	203390262	203392047	GRMZM2G569752
GRMZM2G569855_T01	5	-	10807461	10811942	GRMZM2G569855
GRMZM2G569903_T01	8	-	10620224	10623682	GRMZM2G569903
GRMZM2G569921_T01	8	+	160633467	160634281	GRMZM2G569921
GRMZM2G569948_T01	5	+	158583934	158586439	GRMZM2G569948
GRMZM2G570035_T01	8	-	87656549	87657128	GRMZM2G570035
GRMZM2G570109_T01	8	-	86759362	86759591	GRMZM2G570109
GRMZM2G570528_T01	5	-	75113305	75116036	GRMZM2G570528
GRMZM2G570768_T01	4	+	235040800	235041344	GRMZM2G570768
GRMZM2G570790_T01	10	-	47824607	47826754	GRMZM2G570790
GRMZM2G570791_T01	9	+	90552508	90552800	GRMZM2G570791
GRMZM2G570968_T01	4	+	53314123	53314882	GRMZM2G570968
GRMZM2G570989_T01	9	+	60967916	60968394	GRMZM2G570989
GRMZM2G571251_T01	5	+	31662885	31665577	GRMZM2G571251
GRMZM2G571253_T01	4	+	193905134	193906267	GRMZM2G571253
GRMZM2G571316_T01	7	+	14090594	14093855	GRMZM2G571316
GRMZM2G571844_T01	10	-	23402159	23408607	GRMZM2G571844
GRMZM2G571942_T01	7	+	92317050	92335474	GRMZM2G571942
GRMZM2G572198_T01	1	+	85231889	85232334	GRMZM2G572198
GRMZM2G572270_T01	10	-	114156466	114156640	GRMZM2G572270
GRMZM2G572807_T01	3	+	49994396	49994793	GRMZM2G572807
GRMZM2G573052_T01	1	+	234714474	234714879	GRMZM2G573052
GRMZM2G573324_T02	8	-	67598582	67602666	GRMZM2G573324
GRMZM2G573667_T01	2	+	194148145	194148724	GRMZM2G573667
GRMZM2G573695_T01	5	+	89480932	89482353	GRMZM2G573695
GRMZM2G573732_T01	6	+	6001782	6008058	GRMZM2G573732
GRMZM2G573867_T01	2	-	197009517	197013583	GRMZM2G573867
GRMZM2G573903_T01	3	+	8707628	8707718	GRMZM2G573903
GRMZM2G574175_T01	10	+	53017001	53017645	GRMZM2G574175
GRMZM2G574181_T01	5	-	116013291	116013970	GRMZM2G574181
GRMZM2G574534_T02	1	+	288999197	289001824	GRMZM2G574534
GRMZM2G574782_T01	4	+	18698889	18705585	GRMZM2G574782
GRMZM2G574858_T01	4	+	35526634	35581018	GRMZM2G574858
GRMZM2G574887_T01	4	+	5470073	5471217	GRMZM2G574887
GRMZM2G575038_T01	4	+	111652226	111654413	GRMZM2G575038
GRMZM2G575116_T01	4	-	165423981	165424889	GRMZM2G575116
GRMZM2G575143_T01	5	+	54580712	54590325	GRMZM2G575143
GRMZM2G575305_T01	2	+	209009461	209013322	GRMZM2G575305
GRMZM2G575323_T01	1	+	126277411	126278288	GRMZM2G575323
GRMZM2G575346_T01	4	-	16180610	16181346	GRMZM2G575346
GRMZM2G575445_T01	1	+	213681137	213684090	GRMZM2G575445
GRMZM2G575526_T01	3	-	218237323	218239289	GRMZM2G575526
GRMZM2G575546_T01	3	-	218244433	218246398	GRMZM2G575546
GRMZM2G575566_T02	6	+	105248262	105253332	GRMZM2G575566
GRMZM2G575746_T01	7	-	151238747	151239286	GRMZM2G575746
GRMZM2G575766_T01	7	-	140512867	140519940	GRMZM2G575766
GRMZM2G575809_T01	8	+	113538992	113539570	GRMZM2G575809
GRMZM2G575837_T01	3	+	37959393	37960340	GRMZM2G575837
GRMZM2G576002_T01	3	-	8272202	8275072	GRMZM2G576002
GRMZM2G576497_T01	4	+	161065106	161066311	GRMZM2G576497
GRMZM2G576641_T01	1	+	141088837	141109019	GRMZM2G576641
GRMZM2G576752_T01	9	+	15911605	15915671	GRMZM2G576752
GRMZM2G576804_T01	8	-	139836375	139836953	GRMZM2G576804
GRMZM2G577191_T01	3	-	186102799	186116549	GRMZM2G577191
GRMZM2G577369_T01	1	-	229621548	229622177	GRMZM2G577369
GRMZM2G577405_T01	7	+	165058379	165067972	GRMZM2G577405
GRMZM2G577677_T01	1	+	62533591	62536117	GRMZM2G577677
GRMZM2G577718_T01	2	+	53104671	53105222	GRMZM2G577718
GRMZM2G577723_T01	2	-	33127713	33128392	GRMZM2G577723
GRMZM2G577735_T01	6	+	94799012	94800375	GRMZM2G577735
GRMZM2G577979_T01	2	+	214470823	214471381	GRMZM2G577979
GRMZM2G578155_T01	10	+	96146478	96146936	GRMZM2G578155
GRMZM2G578221_T01	8	+	5711607	5712277	GRMZM2G578221
GRMZM2G578314_T01	5	+	208303036	208305950	GRMZM2G578314
GRMZM2G578411_T01	2	+	200651804	200662631	GRMZM2G578411
GRMZM2G578572_T02	8	-	56894765	56906892	GRMZM2G578572
GRMZM2G578659_T01	7	-	10431581	10460630	GRMZM2G578659
GRMZM2G579057_T01	8	+	159499202	159499840	GRMZM2G579057
GRMZM2G579085_T01	6	-	152446556	152447542	GRMZM2G579085
GRMZM2G579432_T01	2	+	177088747	177097793	GRMZM2G579432
GRMZM2G579497_T01	8	+	159609534	159610182	GRMZM2G579497
GRMZM2G579502_T01	5	-	185364197	185364483	GRMZM2G579502
GRMZM2G579509_T01	4	+	181717829	181725304	GRMZM2G579509
GRMZM2G579588_T01	2	+	177660403	177661110	GRMZM2G579588
GRMZM2G579719_T01	8	+	93194049	93196004	GRMZM2G579719
GRMZM2G579737_T01	1	+	285378752	285379370	GRMZM2G579737
GRMZM2G579820_T01	4	+	166338768	166339266	GRMZM2G579820
GRMZM2G579854_T01	10	-	112427092	112428040	GRMZM2G579854
GRMZM2G579957_T01	2	-	178834755	178835111	GRMZM2G579957
GRMZM2G580389_T01	4	-	236729923	236749742	GRMZM2G580389
GRMZM2G580456_T01	10	+	112515936	112516944	GRMZM2G580456
GRMZM2G580508_T01	1	+	260042216	260042906	GRMZM2G580508
GRMZM2G580536_T01	4	+	47738414	47740422	GRMZM2G580536
GRMZM2G580853_T01	1	+	187876154	187876615	GRMZM2G580853
GRMZM2G580894_T01	7	-	83464903	83470815	GRMZM2G580894
GRMZM2G581155_T01	4	+	14054925	14059515	GRMZM2G581155
GRMZM2G581326_T01	1	-	240608799	240611613	GRMZM2G581326
GRMZM2G581425_T01	1	+	21252502	21253086	GRMZM2G581425
GRMZM2G581728_T01	5	+	5189886	5196306	GRMZM2G581728
GRMZM2G582351_T01	7	-	143473746	143478420	GRMZM2G582351
GRMZM2G582776_T01	8	-	155577259	155577920	GRMZM2G582776
GRMZM2G582893_T01	5	+	22308190	22311425	GRMZM2G582893
GRMZM2G582930_T01	10	+	61012559	61012677	GRMZM2G582930
GRMZM2G582965_T02	3	-	192844994	192851611	GRMZM2G582965
GRMZM2G583062_T01	9	-	31495808	31496444	GRMZM2G583062
GRMZM2G583235_T01	5	+	42208023	42215507	GRMZM2G583235
GRMZM2G583462_T01	1	+	269534157	269535239	GRMZM2G583462
GRMZM2G583474_T01	8	-	169853452	169857960	GRMZM2G583474
GRMZM2G583556_T01	2	+	86922696	86928776	GRMZM2G583556
GRMZM2G583640_T01	4	-	4836426	4837672	GRMZM2G583640
GRMZM2G583686_T01	4	-	4884095	4884577	GRMZM2G583686
GRMZM2G583751_T01	9	+	100596252	100600859	GRMZM2G583751
GRMZM2G583971_T01	8	+	59744865	59748207	GRMZM2G583971
GRMZM2G585025_T02	3	+	138364035	138412915	GRMZM2G585025
GRMZM2G585536_T01	10	-	26312874	26314121	GRMZM2G585536
GRMZM2G585540_T01	10	-	26319786	26321033	GRMZM2G585540
GRMZM2G585674_T01	1	-	270059620	270060152	GRMZM2G585674
GRMZM2G586120_T01	8	+	13261800	13262700	GRMZM2G586120
GRMZM2G586702_T01	9	-	135175687	135175837	GRMZM2G586702
GRMZM2G587231_T01	3	+	71647111	71650348	GRMZM2G587231
GRMZM2G587327_T01	6	+	160871345	160879920	GRMZM2G587327
GRMZM2G587368_T01	8	-	16547510	16551551	GRMZM2G587368
GRMZM2G587376_T01	2	-	203595512	203596114	GRMZM2G587376
GRMZM2G587543_T01	5	+	44580310	44581120	GRMZM2G587543
GRMZM2G587865_T01	2	+	78508394	78509858	GRMZM2G587865
GRMZM2G588223_T02	5	+	188801739	188807563	GRMZM2G588223
GRMZM2G588344_T01	2	+	137473307	137474209	GRMZM2G588344
GRMZM2G588623_T01	9	-	45176764	45177338	GRMZM2G588623
GRMZM2G588689_T01	9	+	10776705	10778348	GRMZM2G588689
GRMZM2G588728_T01	8	-	16042682	16043181	GRMZM2G588728
GRMZM2G589078_T01	1	-	294560325	294561144	GRMZM2G589078
GRMZM2G589424_T01	7	+	132109285	132109873	GRMZM2G589424
GRMZM2G589470_T01	3	+	3478843	3479368	GRMZM2G589470
GRMZM2G589579_T01	8	+	2511462	2518808	GRMZM2G589579
GRMZM2G589696_T01	4	-	160304742	160307885	GRMZM2G589696
GRMZM2G589713_T01	3	-	8998202	8998670	GRMZM2G589713
GRMZM2G589821_T01	10	-	104194787	104197041	GRMZM2G589821
GRMZM2G590027_T01	8	-	20493364	20494043	GRMZM2G590027
GRMZM2G590033_T01	1	+	299193328	299201784	GRMZM2G590033
GRMZM2G590333_T02	4	-	215441419	215445600	GRMZM2G590333
GRMZM2G590448_T01	7	-	168255703	168256448	GRMZM2G590448
GRMZM2G590450_T01	9	-	64133291	64133517	GRMZM2G590450
GRMZM2G590771_T01	6	-	38119466	38119890	GRMZM2G590771
GRMZM2G590792_T01	3	-	158753225	158755356	GRMZM2G590792
GRMZM2G590885_T01	5	-	188496379	188496595	GRMZM2G590885
GRMZM2G590971_T01	8	+	161332354	161332992	GRMZM2G590971
GRMZM2G590973_T01	8	+	161333091	161333831	GRMZM2G590973
GRMZM2G591241_T01	7	+	78304929	78305679	GRMZM2G591241
GRMZM2G591258_T01	9	-	126291731	126311828	GRMZM2G591258
GRMZM2G591605_T02	8	+	171091563	171095850	GRMZM2G591605
GRMZM2G591714_T01	6	+	151436961	151437609	GRMZM2G591714
GRMZM2G700002_T01	9	-	136414242	136414858	GRMZM2G700002
GRMZM2G700004_T01	9	-	136414916	136415622	GRMZM2G700004
GRMZM2G700008_T01	10	-	22033909	22034606	GRMZM2G700008
GRMZM2G700011_T01	9	+	137511120	137512076	GRMZM2G700011
GRMZM2G700021_T01	9	+	138666195	138666911	GRMZM2G700021
GRMZM2G700034_T01	9	-	140111172	140111755	GRMZM2G700034
GRMZM2G700036_T01	9	-	140423389	140424484	GRMZM2G700036
GRMZM2G700040_T01	7	-	68562794	68563025	GRMZM2G700040
GRMZM2G700046_T01	7	+	69491444	69493655	GRMZM2G700046
GRMZM2G700048_T01	7	-	70783964	70784291	GRMZM2G700048
GRMZM2G700049_T01	7	+	70856050	70858196	GRMZM2G700049
GRMZM2G700052_T01	9	-	142586548	142587872	GRMZM2G700052
GRMZM2G700063_T01	7	+	76275931	76276604	GRMZM2G700063
GRMZM2G700065_T01	7	-	76868750	76869510	GRMZM2G700065
GRMZM2G700077_T01	7	+	80622145	80622442	GRMZM2G700077
GRMZM2G700086_T01	9	-	147042235	147043195	GRMZM2G700086
GRMZM2G700118_T01	9	+	150763162	150764053	GRMZM2G700118
GRMZM2G700132_T01	9	-	151419867	151424118	GRMZM2G700132
GRMZM2G700141_T01	2	+	50022730	50022991	GRMZM2G700141
GRMZM2G700143_T01	10	+	28903104	28904103	GRMZM2G700143
GRMZM2G700146_T01	9	-	153435450	153442263	GRMZM2G700146
GRMZM2G700148_T01	9	-	154686134	154692072	GRMZM2G700148
GRMZM2G700149_T01	7	+	101803242	101803545	GRMZM2G700149
GRMZM2G700153_T01	7	+	103235183	103235767	GRMZM2G700153
GRMZM2G700155_T01	7	+	103239919	103240503	GRMZM2G700155
GRMZM2G700158_T01	7	-	103243309	103243787	GRMZM2G700158
GRMZM2G700159_T01	7	+	103270438	103270916	GRMZM2G700159
GRMZM2G700163_T01	9	+	155458906	155459758	GRMZM2G700163
GRMZM2G700165_T01	9	+	155460002	155460666	GRMZM2G700165
GRMZM2G700178_T01	10	-	30168926	30169224	GRMZM2G700178
GRMZM2G700182_T01	10	-	30176217	30176515	GRMZM2G700182
GRMZM2G700188_T03	7	-	108309685	108416495	GRMZM2G700188
GRMZM2G700189_T01	7	+	113360656	113360992	GRMZM2G700189
GRMZM2G700192_T01	7	-	113618934	113620191	GRMZM2G700192
GRMZM2G700198_T01	7	-	120606118	120609106	GRMZM2G700198
GRMZM2G700200_T01	7	-	121383205	121386479	GRMZM2G700200
GRMZM2G700208_T01	10	-	33357028	33360934	GRMZM2G700208
GRMZM2G700210_T01	7	-	129876016	129876604	GRMZM2G700210
GRMZM2G700211_T01	7	+	129963947	129964505	GRMZM2G700211
GRMZM2G700215_T01	7	+	132766110	132766305	GRMZM2G700215
GRMZM2G700218_T01	7	-	133669382	133682781	GRMZM2G700218
GRMZM2G700239_T01	10	+	52256628	52256943	GRMZM2G700239
GRMZM2G700252_T01	7	-	146924132	146929647	GRMZM2G700252
GRMZM2G700262_T01	7	-	150691587	150692217	GRMZM2G700262
GRMZM2G700267_T01	7	+	22742036	22742852	GRMZM2G700267
GRMZM2G700270_T01	7	-	154514328	154515364	GRMZM2G700270
GRMZM2G700272_T01	7	-	154783534	154783848	GRMZM2G700272
GRMZM2G700275_T01	10	+	54367032	54367436	GRMZM2G700275
GRMZM2G700279_T01	7	-	156170810	156171155	GRMZM2G700279
GRMZM2G700291_T02	7	+	158630853	158640715	GRMZM2G700291
GRMZM2G700307_T01	7	+	164498161	164498791	GRMZM2G700307
GRMZM2G700321_T01	7	+	167523072	167524737	GRMZM2G700321
GRMZM2G700331_T01	7	-	167848200	167850421	GRMZM2G700331
GRMZM2G700337_T01	7	+	168449746	168450116	GRMZM2G700337
GRMZM2G700339_T01	7	+	169201835	169202357	GRMZM2G700339
GRMZM2G700349_T01	7	+	170423404	170425458	GRMZM2G700349
GRMZM2G700366_T01	8	-	5692986	5695941	GRMZM2G700366
GRMZM2G700375_T01	8	+	8928159	8929141	GRMZM2G700375
GRMZM2G700378_T01	8	-	10070601	10071330	GRMZM2G700378
GRMZM2G700381_T01	4	+	182023838	182024543	GRMZM2G700381
GRMZM2G700383_T01	8	+	11133357	11133690	GRMZM2G700383
GRMZM2G700386_T01	8	-	11302956	11307273	GRMZM2G700386
GRMZM2G700399_T01	8	+	15255443	15256255	GRMZM2G700399
GRMZM2G700405_T01	8	+	15947754	15948829	GRMZM2G700405
GRMZM2G700407_T01	8	+	15952569	15953643	GRMZM2G700407
GRMZM2G700411_T01	8	-	18244479	18245399	GRMZM2G700411
GRMZM2G700430_T01	8	-	23405215	23405885	GRMZM2G700430
GRMZM2G700443_T01	8	+	28422999	28423416	GRMZM2G700443
GRMZM2G700446_T01	8	-	29902157	29902481	GRMZM2G700446
GRMZM2G700448_T01	8	-	29912420	29913182	GRMZM2G700448
GRMZM2G700450_T01	8	-	30740103	30741104	GRMZM2G700450
GRMZM2G700459_T01	8	+	34804884	34805678	GRMZM2G700459
GRMZM2G700471_T01	8	+	42936329	42936688	GRMZM2G700471
GRMZM2G700476_T01	8	-	44258978	44259452	GRMZM2G700476
GRMZM2G700498_T01	8	-	59139271	59139485	GRMZM2G700498
GRMZM2G700501_T01	8	+	46228337	46228772	GRMZM2G700501
GRMZM2G700503_T01	8	-	46501772	46502307	GRMZM2G700503
GRMZM2G700514_T01	10	-	43277574	43278006	GRMZM2G700514
GRMZM2G700532_T01	8	-	78895560	78896215	GRMZM2G700532
GRMZM2G700538_T01	8	-	81699342	81699955	GRMZM2G700538
GRMZM2G700539_T01	8	+	85100016	85100244	GRMZM2G700539
GRMZM2G700551_T01	8	+	91325208	91325652	GRMZM2G700551
GRMZM2G700553_T01	8	+	91330026	91330470	GRMZM2G700553
GRMZM2G700556_T01	8	-	92256569	92256896	GRMZM2G700556
GRMZM2G700558_T01	8	-	93047607	93051976	GRMZM2G700558
GRMZM2G700563_T01	8	+	97036254	97036570	GRMZM2G700563
GRMZM2G700565_T01	8	+	97099935	97100251	GRMZM2G700565
GRMZM2G700569_T01	8	+	98472731	98473396	GRMZM2G700569
GRMZM2G700571_T01	8	+	98583404	98585446	GRMZM2G700571
GRMZM2G700573_T01	8	+	98630555	98632408	GRMZM2G700573
GRMZM2G700576_T01	8	-	98675387	98676030	GRMZM2G700576
GRMZM2G700580_T01	8	-	99671255	99671802	GRMZM2G700580
GRMZM2G700585_T01	8	+	104147843	104157499	GRMZM2G700585
GRMZM2G700595_T01	8	+	108237784	108238430	GRMZM2G700595
GRMZM2G700599_T01	8	+	109463377	109465219	GRMZM2G700599
GRMZM2G700603_T01	8	+	111904833	111907709	GRMZM2G700603
GRMZM2G700614_T01	8	-	116198947	116199652	GRMZM2G700614
GRMZM2G700616_T01	10	-	47908661	47909592	GRMZM2G700616
GRMZM2G700655_T01	8	+	128075665	128081032	GRMZM2G700655
GRMZM2G700659_T01	8	+	131078863	131080840	GRMZM2G700659
GRMZM2G700662_T01	8	-	131317272	131322200	GRMZM2G700662
GRMZM2G700664_T01	8	-	131322670	131323674	GRMZM2G700664
GRMZM2G700665_T01	8	+	131576888	131580316	GRMZM2G700665
GRMZM2G700673_T01	8	+	134099837	134100379	GRMZM2G700673
GRMZM2G700683_T01	8	+	138044515	138049451	GRMZM2G700683
GRMZM2G700686_T01	8	-	139422988	139424374	GRMZM2G700686
GRMZM2G700700_T01	8	-	146461063	146461390	GRMZM2G700700
GRMZM2G700713_T01	8	+	152355228	152355708	GRMZM2G700713
GRMZM2G700716_T01	8	-	153018124	153023553	GRMZM2G700716
GRMZM2G700721_T01	8	+	155021970	155022225	GRMZM2G700721
GRMZM2G700730_T01	8	+	155876035	155876269	GRMZM2G700730
GRMZM2G700742_T01	8	-	159193474	159193876	GRMZM2G700742
GRMZM2G700756_T01	8	-	163313412	163313851	GRMZM2G700756
GRMZM2G700757_T01	8	+	163440254	163444812	GRMZM2G700757
GRMZM2G700763_T01	8	+	164690343	164690865	GRMZM2G700763
GRMZM2G700782_T01	8	-	167377063	167377500	GRMZM2G700782
GRMZM2G700784_T01	8	-	167379290	167380826	GRMZM2G700784
GRMZM2G700788_T01	8	-	167383522	167384259	GRMZM2G700788
GRMZM2G700790_T01	8	-	167410438	167411992	GRMZM2G700790
GRMZM2G700791_T01	8	+	167414898	167415475	GRMZM2G700791
GRMZM2G700794_T01	8	-	167417813	167418378	GRMZM2G700794
GRMZM2G700803_T01	8	-	168746771	168747256	GRMZM2G700803
GRMZM2G700806_T01	8	-	169075364	169078714	GRMZM2G700806
GRMZM2G700808_T01	8	-	169330904	169331341	GRMZM2G700808
GRMZM2G700815_T01	8	+	169786459	169786729	GRMZM2G700815
GRMZM2G700828_T01	10	-	69233905	69238339	GRMZM2G700828
GRMZM2G700832_T01	8	-	173163917	173164130	GRMZM2G700832
GRMZM2G700839_T01	8	+	174737551	174739005	GRMZM2G700839
GRMZM2G700842_T01	6	-	469687	469880	GRMZM2G700842
GRMZM2G700848_T01	6	-	1804398	1804892	GRMZM2G700848
GRMZM2G700852_T01	6	-	2666576	2666912	GRMZM2G700852
GRMZM2G700862_T01	6	-	8180773	8181633	GRMZM2G700862
GRMZM2G700863_T01	6	+	8214924	8215606	GRMZM2G700863
GRMZM2G700866_T01	6	-	20853509	20858694	GRMZM2G700866
GRMZM2G700870_T01	6	-	23641430	23641874	GRMZM2G700870
GRMZM2G700872_T01	6	-	23646135	23646579	GRMZM2G700872
GRMZM2G700877_T01	6	+	27701794	27702484	GRMZM2G700877
GRMZM2G700880_T01	6	-	29074057	29074373	GRMZM2G700880
GRMZM2G700883_T01	6	+	31058216	31058986	GRMZM2G700883
GRMZM2G700891_T01	6	+	33180784	33181181	GRMZM2G700891
GRMZM2G700896_T01	6	-	33132549	33132938	GRMZM2G700896
GRMZM2G700897_T01	6	+	34229674	34229973	GRMZM2G700897
GRMZM2G700899_T01	10	+	71952517	71955188	GRMZM2G700899
GRMZM2G700901_T01	6	+	34894286	34897637	GRMZM2G700901
GRMZM2G700903_T01	6	+	35890545	35890934	GRMZM2G700903
GRMZM2G700905_T01	6	+	12617055	12633088	GRMZM2G700905
GRMZM2G700914_T01	6	-	42644458	42646697	GRMZM2G700914
GRMZM2G700920_T01	6	-	46842829	46843057	GRMZM2G700920
GRMZM2G700923_T01	6	+	48563380	48564843	GRMZM2G700923
GRMZM2G700926_T01	6	+	49198842	49209831	GRMZM2G700926
GRMZM2G700927_T01	10	-	73715534	73715882	GRMZM2G700927
GRMZM2G700945_T01	6	+	57766561	57766796	GRMZM2G700945
GRMZM2G700947_T01	6	+	58211342	58212204	GRMZM2G700947
GRMZM2G700951_T01	6	+	61006387	61011455	GRMZM2G700951
GRMZM2G700954_T01	6	-	63324877	63326146	GRMZM2G700954
GRMZM2G700955_T01	6	+	67810771	67811992	GRMZM2G700955
GRMZM2G700957_T01	6	+	71674627	71675017	GRMZM2G700957
GRMZM2G700964_T01	6	-	76466078	76466261	GRMZM2G700964
GRMZM2G700968_T01	6	-	78786880	78787451	GRMZM2G700968
GRMZM2G700969_T01	6	+	78787860	78790727	GRMZM2G700969
GRMZM2G700972_T01	6	-	78789525	78789999	GRMZM2G700972
GRMZM2G700973_T01	6	+	82424836	82425678	GRMZM2G700973
GRMZM2G700976_T01	6	-	82950503	82950722	GRMZM2G700976
GRMZM2G700981_T01	6	+	84620141	84620469	GRMZM2G700981
GRMZM2G700988_T01	6	-	86603190	86604116	GRMZM2G700988
GRMZM2G700990_T01	6	-	86610213	86611139	GRMZM2G700990
GRMZM2G700995_T01	6	+	91333960	91334907	GRMZM2G700995
GRMZM2G700998_T01	6	-	91465068	91467616	GRMZM2G700998
GRMZM2G701004_T01	6	-	94066064	94089898	GRMZM2G701004
GRMZM2G701009_T01	6	+	95018318	95019957	GRMZM2G701009
GRMZM2G701011_T01	6	+	95062490	95063953	GRMZM2G701011
GRMZM2G701013_T01	6	+	95096861	95097204	GRMZM2G701013
GRMZM2G701020_T01	6	-	96511078	96513945	GRMZM2G701020
GRMZM2G701022_T01	6	+	96578870	96579246	GRMZM2G701022
GRMZM2G701024_T01	6	-	97246409	97247082	GRMZM2G701024
GRMZM2G701028_T01	6	-	98285427	98286130	GRMZM2G701028
GRMZM2G701044_T01	6	-	105530897	105531754	GRMZM2G701044
GRMZM2G701045_T01	6	+	105562390	105563407	GRMZM2G701045
GRMZM2G701047_T01	6	+	105570578	105571595	GRMZM2G701047
GRMZM2G701058_T01	6	-	108424968	108438288	GRMZM2G701058
GRMZM2G701063_T01	6	+	108491298	108492380	GRMZM2G701063
GRMZM2G701066_T01	6	-	109243459	109243851	GRMZM2G701066
GRMZM2G701068_T01	6	-	109529070	109529413	GRMZM2G701068
GRMZM2G701078_T01	6	-	113146844	113147105	GRMZM2G701078
GRMZM2G701082_T06	6	-	113738135	113741258	GRMZM2G701082
GRMZM2G701092_T01	6	-	120156417	120156929	GRMZM2G701092
GRMZM2G701108_T01	6	-	127949669	127953370	GRMZM2G701108
GRMZM2G701109_T01	6	+	129725879	129726458	GRMZM2G701109
GRMZM2G701112_T01	6	-	129866785	129867209	GRMZM2G701112
GRMZM2G701119_T01	6	+	130541293	130544196	GRMZM2G701119
GRMZM2G701125_T01	6	+	130969229	130969930	GRMZM2G701125
GRMZM2G701127_T01	6	+	131079157	131079754	GRMZM2G701127
GRMZM2G701138_T01	6	-	136175412	136176318	GRMZM2G701138
GRMZM2G701144_T01	6	-	137452053	137453061	GRMZM2G701144
GRMZM2G701150_T01	6	-	138341437	138341629	GRMZM2G701150
GRMZM2G701158_T01	6	-	141713482	141721547	GRMZM2G701158
GRMZM2G701177_T01	6	+	148120977	148121770	GRMZM2G701177
GRMZM2G701180_T02	6	-	148827598	148832434	GRMZM2G701180
GRMZM2G701188_T01	10	-	83791469	83791940	GRMZM2G701188
GRMZM2G701192_T01	6	-	150982706	150982976	GRMZM2G701192
GRMZM2G701193_T01	6	+	151896823	151904021	GRMZM2G701193
GRMZM2G701201_T02	6	+	154501492	154508327	GRMZM2G701201
GRMZM2G701204_T01	6	-	154508768	154513510	GRMZM2G701204
GRMZM2G701206_T02	6	-	154525349	154529915	GRMZM2G701206
GRMZM2G701207_T01	6	+	154534440	154540903	GRMZM2G701207
