RefSeq	Chr	Strand	Start	End	Symbol
Zm00001d048236_T002	9	-	152956402	152965893	Zm00001d048236
Zm00001d048238_T001	9	-	153030770	153033216	Zm00001d048238
Zm00001d048239_T001	9	-	153034193	153045292	Zm00001d048239
Zm00001d048242_T001	9	-	153098249	153098627	Zm00001d048242
Zm00001d048243_T001	9	+	153105403	153110619	Zm00001d048243
Zm00001d048244_T001	9	+	153119352	153121492	Zm00001d048244
Zm00001d048245_T003	9	-	153121813	153124445	Zm00001d048245
Zm00001d048246_T001	9	-	153125815	153131306	Zm00001d048246
Zm00001d048247_T002	9	-	153133299	153141644	Zm00001d048247
Zm00001d048248_T001	9	+	153142162	153142732	Zm00001d048248
Zm00001d048249_T001	9	-	153145763	153146595	Zm00001d048249
Zm00001d048252_T002	9	+	153250494	153253737	Zm00001d048252
Zm00001d048253_T001	9	-	153255359	153257954	Zm00001d048253
Zm00001d048255_T002	9	+	153312410	153314530	Zm00001d048255
Zm00001d048256_T002	9	-	153315971	153318553	Zm00001d048256
Zm00001d048258_T008	9	-	153366310	153376606	Zm00001d048258
Zm00001d048259_T001	9	+	153385306	153386891	Zm00001d048259
Zm00001d048260_T001	9	-	153391148	153394507	Zm00001d048260
Zm00001d048262_T001	9	-	153408844	153413036	Zm00001d048262
Zm00001d048263_T001	9	-	153418012	153418531	Zm00001d048263
Zm00001d048265_T001	9	-	153449259	153449872	Zm00001d048265
Zm00001d048266_T001	9	+	153453182	153458027	Zm00001d048266
Zm00001d048267_T001	9	+	153480307	153483981	Zm00001d048267
Zm00001d048268_T001	9	+	153485702	153486254	Zm00001d048268
Zm00001d048270_T001	9	+	153517623	153521512	Zm00001d048270
Zm00001d048271_T001	9	+	153586354	153591283	Zm00001d048271
Zm00001d048272_T010	9	-	153605926	153613400	Zm00001d048272
Zm00001d048273_T001	9	+	153653505	153653898	Zm00001d048273
Zm00001d048279_T001	9	+	153777655	153778450	Zm00001d048279
Zm00001d048280_T001	9	+	153811772	153812552	Zm00001d048280
Zm00001d048281_T001	9	+	153815425	153816431	Zm00001d048281
Zm00001d048282_T002	9	-	153819231	153827003	Zm00001d048282
Zm00001d048284_T002	9	-	153880861	153883850	Zm00001d048284
Zm00001d048285_T003	9	-	153885061	153889143	Zm00001d048285
Zm00001d048286_T002	9	-	153893461	153897261	Zm00001d048286
Zm00001d048288_T001	9	+	153903510	153904446	Zm00001d048288
Zm00001d048289_T001	9	+	153969000	153969939	Zm00001d048289
Zm00001d048291_T001	9	+	153995277	153999021	Zm00001d048291
Zm00001d048292_T001	9	-	154002037	154006592	Zm00001d048292
Zm00001d048293_T001	9	-	154011331	154012566	Zm00001d048293
Zm00001d048294_T001	9	+	154025283	154025704	Zm00001d048294
Zm00001d048295_T001	9	-	154028600	154033856	Zm00001d048295
Zm00001d048296_T001	9	-	154056207	154057131	Zm00001d048296
Zm00001d048297_T001	9	-	154094048	154095017	Zm00001d048297
Zm00001d048298_T003	9	-	154124095	154129188	Zm00001d048298
Zm00001d048299_T002	9	-	154130896	154134133	Zm00001d048299
Zm00001d048301_T001	9	-	154161994	154167015	Zm00001d048301
Zm00001d048302_T001	9	+	154171921	154172296	Zm00001d048302
Zm00001d048303_T001	9	+	154226661	154227258	Zm00001d048303
Zm00001d048305_T001	9	+	154241746	154243831	Zm00001d048305
Zm00001d048306_T001	9	+	154254018	154254573	Zm00001d048306
Zm00001d048307_T001	9	-	154291033	154291288	Zm00001d048307
Zm00001d048308_T001	9	-	154292377	154297178	Zm00001d048308
Zm00001d048309_T001	9	-	154303193	154304565	Zm00001d048309
Zm00001d048310_T002	9	-	154321063	154332220	Zm00001d048310
Zm00001d048311_T003	9	+	154421757	154426112	Zm00001d048311
Zm00001d048312_T001	9	+	154433349	154435680	Zm00001d048312
Zm00001d048313_T001	9	+	154440220	154440775	Zm00001d048313
Zm00001d048314_T001	9	+	154446528	154450415	Zm00001d048314
Zm00001d048315_T001	9	-	154450334	154453803	Zm00001d048315
Zm00001d048316_T001	9	+	154456439	154456811	Zm00001d048316
Zm00001d048317_T001	9	+	154459209	154461209	Zm00001d048317
Zm00001d048318_T001	9	+	154463093	154468191	Zm00001d048318
Zm00001d048319_T003	9	-	154468683	154472507	Zm00001d048319
Zm00001d048320_T001	9	-	154473756	154480045	Zm00001d048320
Zm00001d048321_T001	9	+	154480081	154481112	Zm00001d048321
Zm00001d048322_T001	9	-	154481261	154483447	Zm00001d048322
Zm00001d048323_T001	9	+	154485307	154489238	Zm00001d048323
Zm00001d048324_T001	9	-	154490004	154493752	Zm00001d048324
Zm00001d048325_T001	9	-	154499834	154502260	Zm00001d048325
Zm00001d048326_T001	9	+	154503171	154504164	Zm00001d048326
Zm00001d048327_T001	9	-	154536749	154537162	Zm00001d048327
Zm00001d048329_T002	9	-	154553977	154561542	Zm00001d048329
Zm00001d048332_T001	9	+	154587389	154589003	Zm00001d048332
Zm00001d048333_T001	9	+	154591703	154593654	Zm00001d048333
Zm00001d048334_T002	9	-	154593580	154596022	Zm00001d048334
Zm00001d048335_T002	9	-	154618003	154622654	Zm00001d048335
Zm00001d048336_T001	9	+	154661165	154667107	Zm00001d048336
Zm00001d048337_T001	9	-	154667072	154670341	Zm00001d048337
Zm00001d048338_T004	9	-	154675603	154690065	Zm00001d048338
Zm00001d048340_T002	9	+	154752982	154759049	Zm00001d048340
Zm00001d048341_T001	9	+	154764663	154768595	Zm00001d048341
Zm00001d048342_T001	9	+	154782715	154785521	Zm00001d048342
Zm00001d048343_T001	9	-	154791158	154796710	Zm00001d048343
Zm00001d048344_T002	9	+	154803799	154805750	Zm00001d048344
Zm00001d048345_T003	9	+	154813755	154818120	Zm00001d048345
Zm00001d048346_T001	9	-	154820911	154823371	Zm00001d048346
Zm00001d048347_T001	9	-	154824111	154825475	Zm00001d048347
Zm00001d048348_T001	9	+	154834548	154834905	Zm00001d048348
Zm00001d048349_T001	9	+	154838127	154843210	Zm00001d048349
Zm00001d048352_T001	9	+	154856187	154857395	Zm00001d048352
Zm00001d048353_T001	9	-	154861536	154862959	Zm00001d048353
Zm00001d048354_T001	9	-	154871683	154872915	Zm00001d048354
Zm00001d048355_T001	9	-	154875196	154878470	Zm00001d048355
Zm00001d048356_T001	9	+	154883683	154884796	Zm00001d048356
Zm00001d048357_T001	9	-	154910739	154914399	Zm00001d048357
Zm00001d048358_T002	9	-	154915041	154923673	Zm00001d048358
Zm00001d048359_T002	9	+	154975225	154979466	Zm00001d048359
Zm00001d048360_T001	9	-	154979697	154983190	Zm00001d048360
Zm00001d048361_T001	9	+	155107950	155110341	Zm00001d048361
Zm00001d048362_T001	9	+	155112475	155116032	Zm00001d048362
Zm00001d048363_T001	9	+	155124085	155127652	Zm00001d048363
Zm00001d048364_T002	9	-	155131226	155139010	Zm00001d048364
Zm00001d048366_T001	9	+	155189792	155191697	Zm00001d048366
Zm00001d048368_T004	9	+	155195026	155197492	Zm00001d048368
Zm00001d048369_T001	9	-	155203370	155205823	Zm00001d048369
Zm00001d048370_T001	9	+	155213234	155214866	Zm00001d048370
Zm00001d048372_T002	9	-	155230811	155234900	Zm00001d048372
Zm00001d048373_T001	9	-	155236299	155242285	Zm00001d048373
Zm00001d048374_T001	9	-	155252942	155254133	Zm00001d048374
Zm00001d048375_T001	9	+	155253905	155255420	Zm00001d048375
Zm00001d048376_T001	9	-	155256627	155260667	Zm00001d048376
Zm00001d048378_T001	9	+	155263905	155266922	Zm00001d048378
Zm00001d048379_T002	9	+	155270768	155273709	Zm00001d048379
Zm00001d048380_T001	9	+	155274680	155276770	Zm00001d048380
Zm00001d048381_T001	9	+	155280869	155281917	Zm00001d048381
Zm00001d048382_T001	9	+	155283824	155285857	Zm00001d048382
Zm00001d048383_T001	9	-	155286841	155288530	Zm00001d048383
Zm00001d048384_T001	9	+	155293349	155294431	Zm00001d048384
Zm00001d048385_T001	9	+	155329231	155336959	Zm00001d048385
Zm00001d048386_T001	9	-	155337462	155338397	Zm00001d048386
Zm00001d048387_T001	9	+	155347373	155348984	Zm00001d048387
Zm00001d048389_T001	9	+	155394465	155396205	Zm00001d048389
Zm00001d048390_T001	9	-	155400159	155403724	Zm00001d048390
Zm00001d048391_T001	9	+	155410693	155411701	Zm00001d048391
Zm00001d048392_T003	9	-	155445017	155459975	Zm00001d048392
Zm00001d048393_T001	9	+	155557498	155563185	Zm00001d048393
Zm00001d048394_T001	9	+	155579013	155580382	Zm00001d048394
Zm00001d048396_T001	9	-	155583305	155585060	Zm00001d048396
Zm00001d048397_T003	9	-	155585505	155588310	Zm00001d048397
Zm00001d048398_T001	9	-	155596234	155597524	Zm00001d048398
Zm00001d048400_T001	9	-	155602622	155605008	Zm00001d048400
Zm00001d048401_T001	9	-	155625721	155626844	Zm00001d048401
Zm00001d048402_T001	9	-	155629913	155633305	Zm00001d048402
Zm00001d048403_T001	9	-	155635583	155640617	Zm00001d048403
Zm00001d048404_T003	9	+	155670061	155681591	Zm00001d048404
Zm00001d048407_T001	9	-	155701483	155702161	Zm00001d048407
Zm00001d048408_T003	9	+	155704856	155709375	Zm00001d048408
Zm00001d048409_T001	9	-	155778426	155783053	Zm00001d048409
Zm00001d048410_T001	9	-	155786125	155792966	Zm00001d048410
Zm00001d048411_T001	9	-	155796735	155798414	Zm00001d048411
Zm00001d048412_T001	9	+	155819417	155824302	Zm00001d048412
Zm00001d048413_T001	9	+	155825045	155826964	Zm00001d048413
Zm00001d048414_T001	9	-	155849853	155852372	Zm00001d048414
Zm00001d048415_T002	9	-	155886943	155897001	Zm00001d048415
Zm00001d048416_T001	9	+	155900010	155902009	Zm00001d048416
Zm00001d048417_T001	9	+	155903727	155905521	Zm00001d048417
Zm00001d048418_T001	9	+	155936871	155938274	Zm00001d048418
Zm00001d048419_T003	9	+	155947172	155954810	Zm00001d048419
Zm00001d048420_T001	9	+	155960498	155964242	Zm00001d048420
Zm00001d048421_T001	9	+	155966123	155970154	Zm00001d048421
Zm00001d048422_T001	9	-	155990690	155992275	Zm00001d048422
Zm00001d048424_T006	9	-	155994047	155998917	Zm00001d048424
Zm00001d048427_T001	9	+	156042765	156043248	Zm00001d048427
Zm00001d048428_T001	9	+	156044850	156056150	Zm00001d048428
Zm00001d048430_T002	9	+	156096131	156104799	Zm00001d048430
Zm00001d048431_T001	9	+	156169871	156170432	Zm00001d048431
Zm00001d048432_T002	9	-	156172970	156177672	Zm00001d048432
Zm00001d048433_T001	9	+	156284678	156287488	Zm00001d048433
Zm00001d048434_T003	9	-	156295312	156306174	Zm00001d048434
Zm00001d048436_T002	9	-	156317541	156321056	Zm00001d048436
Zm00001d048437_T002	9	-	156326721	156329081	Zm00001d048437
Zm00001d048438_T001	9	-	156333272	156333726	Zm00001d048438
Zm00001d048439_T001	9	-	156420323	156423683	Zm00001d048439
Zm00001d048440_T004	9	-	156458780	156465887	Zm00001d048440
Zm00001d048441_T001	9	-	156475397	156476045	Zm00001d048441
Zm00001d048442_T004	9	-	156483149	156492346	Zm00001d048442
Zm00001d048443_T002	9	+	156572545	156574992	Zm00001d048443
Zm00001d048444_T001	9	-	156574866	156576575	Zm00001d048444
Zm00001d048445_T002	9	-	156577583	156583021	Zm00001d048445
Zm00001d048446_T001	9	-	156586605	156588339	Zm00001d048446
Zm00001d048447_T002	9	-	156595022	156602824	Zm00001d048447
Zm00001d048448_T001	9	+	156609607	156610275	Zm00001d048448
Zm00001d048449_T001	9	-	156616718	156618079	Zm00001d048449
Zm00001d048450_T003	9	-	156644485	156647221	Zm00001d048450
Zm00001d048451_T001	9	-	156650452	156652270	Zm00001d048451
Zm00001d048452_T003	9	+	156658172	156665536	Zm00001d048452
Zm00001d048453_T001	9	-	156669558	156672753	Zm00001d048453
Zm00001d048454_T003	9	+	156673658	156679530	Zm00001d048454
Zm00001d048455_T001	9	-	156679753	156681460	Zm00001d048455
Zm00001d048456_T001	9	+	156693327	156693971	Zm00001d048456
Zm00001d048457_T001	9	+	156694579	156695251	Zm00001d048457
Zm00001d048458_T003	9	+	156702446	156718704	Zm00001d048458
Zm00001d048459_T006	9	-	156705047	156709982	Zm00001d048459
Zm00001d048460_T002	9	+	156719294	156724276	Zm00001d048460
Zm00001d048461_T002	9	+	156752399	156768303	Zm00001d048461
Zm00001d048462_T001	9	-	156769798	156771153	Zm00001d048462
Zm00001d048463_T003	9	-	156771659	156777465	Zm00001d048463
Zm00001d048466_T002	9	+	156825989	156831559	Zm00001d048466
Zm00001d048467_T001	9	-	156831902	156836049	Zm00001d048467
Zm00001d048468_T001	9	-	156846283	156847515	Zm00001d048468
Zm00001d048469_T001	9	+	156850437	156852802	Zm00001d048469
Zm00001d048470_T001	9	+	156886004	156889520	Zm00001d048470
Zm00001d048471_T001	9	-	156890102	156894363	Zm00001d048471
Zm00001d048472_T001	9	-	156918351	156922586	Zm00001d048472
Zm00001d048473_T003	9	-	156924728	156931203	Zm00001d048473
Zm00001d048474_T002	9	+	156960597	156980213	Zm00001d048474
Zm00001d048476_T001	9	-	156984272	156985316	Zm00001d048476
Zm00001d048477_T001	9	-	156986134	156987627	Zm00001d048477
Zm00001d048478_T001	9	-	156990039	156991863	Zm00001d048478
Zm00001d048479_T002	9	-	156995450	156996912	Zm00001d048479
Zm00001d048480_T003	9	+	156999446	157005163	Zm00001d048480
Zm00001d048481_T002	9	+	157030532	157034917	Zm00001d048481
Zm00001d048482_T001	9	+	157059357	157060857	Zm00001d048482
Zm00001d048483_T001	9	+	157065286	157067801	Zm00001d048483
Zm00001d048484_T001	9	-	157068042	157070480	Zm00001d048484
Zm00001d048486_T001	9	-	157071763	157073242	Zm00001d048486
Zm00001d048487_T004	9	+	157077983	157083968	Zm00001d048487
Zm00001d048489_T001	9	-	157078890	157080233	Zm00001d048489
Zm00001d048491_T001	9	-	157090096	157090813	Zm00001d048491
Zm00001d048492_T002	9	-	157093017	157095899	Zm00001d048492
Zm00001d048493_T004	9	-	157106288	157122699	Zm00001d048493
Zm00001d048494_T003	9	-	157164273	157174474	Zm00001d048494
Zm00001d048495_T001	9	+	157164610	157166791	Zm00001d048495
Zm00001d048496_T002	9	+	157234263	157237375	Zm00001d048496
Zm00001d048497_T001	9	-	157237557	157241000	Zm00001d048497
Zm00001d048499_T001	9	-	157244176	157246976	Zm00001d048499
Zm00001d048501_T001	9	+	157420364	157429290	Zm00001d048501
Zm00001d048502_T002	9	+	157456647	157464093	Zm00001d048502
Zm00001d048503_T001	9	-	157464000	157467635	Zm00001d048503
Zm00001d048504_T001	9	+	157468391	157470909	Zm00001d048504
Zm00001d048505_T002	9	+	157486023	157489557	Zm00001d048505
Zm00001d048506_T001	9	+	157491127	157491721	Zm00001d048506
Zm00001d048507_T002	9	-	157493099	157496848	Zm00001d048507
Zm00001d048508_T001	9	-	157537063	157537579	Zm00001d048508
Zm00001d048509_T001	9	+	157547759	157554131	Zm00001d048509
Zm00001d048510_T002	9	-	157554254	157564177	Zm00001d048510
Zm00001d048511_T001	9	-	157574207	157592508	Zm00001d048511
Zm00001d048512_T004	9	-	157597277	157604842	Zm00001d048512
Zm00001d048513_T001	9	+	157608353	157609505	Zm00001d048513
Zm00001d048514_T002	9	+	157624299	157629807	Zm00001d048514
Zm00001d048515_T004	9	-	157630262	157631951	Zm00001d048515
Zm00001d048516_T001	9	-	157632075	157656040	Zm00001d048516
Zm00001d048517_T001	9	+	157637949	157639114	Zm00001d048517
Zm00001d048518_T002	9	-	157710389	157711924	Zm00001d048518
Zm00001d048520_T001	9	-	157714271	157715705	Zm00001d048520
Zm00001d048521_T002	9	-	157718904	157721676	Zm00001d048521
Zm00001d048522_T001	9	-	157738156	157740704	Zm00001d048522
Zm00001d048523_T001	9	-	157750159	157752131	Zm00001d048523
Zm00001d048524_T007	9	+	157772528	157785975	Zm00001d048524
Zm00001d048525_T001	9	-	157786980	157787845	Zm00001d048525
Zm00001d048526_T001	9	+	157814108	157815955	Zm00001d048526
Zm00001d048527_T005	9	-	157815872	157824341	Zm00001d048527
Zm00001d048529_T002	9	-	157912447	157920564	Zm00001d048529
Zm00001d048531_T001	9	-	157939096	157942646	Zm00001d048531
Zm00001d048532_T001	9	-	157944065	157946367	Zm00001d048532
Zm00001d048533_T001	9	-	157948404	157948815	Zm00001d048533
Zm00001d048535_T002	9	-	157959790	157968716	Zm00001d048535
Zm00001d048536_T003	9	+	158039145	158055540	Zm00001d048536
Zm00001d048537_T001	9	-	158080848	158081133	Zm00001d048537
Zm00001d048538_T001	9	-	158095960	158098098	Zm00001d048538
Zm00001d048539_T002	9	+	158101763	158112103	Zm00001d048539
Zm00001d048540_T002	9	+	158112494	158124823	Zm00001d048540
Zm00001d048541_T004	9	+	158173923	158186211	Zm00001d048541
Zm00001d048542_T001	9	+	158268205	158272059	Zm00001d048542
Zm00001d048544_T003	9	+	158364787	158371143	Zm00001d048544
Zm00001d048545_T002	9	+	158371873	158377251	Zm00001d048545
Zm00001d048546_T005	9	-	158405007	158464567	Zm00001d048546
Zm00001d048547_T001	9	-	158517738	158519168	Zm00001d048547
Zm00001d048548_T001	9	-	158521156	158525351	Zm00001d048548
Zm00001d048550_T001	9	-	158532305	158534244	Zm00001d048550
Zm00001d048551_T002	9	-	158534770	158536094	Zm00001d048551
Zm00001d048552_T001	9	-	158537470	158553298	Zm00001d048552
Zm00001d048553_T001	9	+	158559408	158560844	Zm00001d048553
Zm00001d048554_T001	9	-	158621140	158622907	Zm00001d048554
Zm00001d048555_T001	9	-	158628088	158628907	Zm00001d048555
Zm00001d048556_T002	9	+	158637585	158648645	Zm00001d048556
Zm00001d048558_T001	9	-	158667067	158667751	Zm00001d048558
Zm00001d048559_T001	9	-	158676250	158677196	Zm00001d048559
Zm00001d048560_T001	9	-	158683139	158684127	Zm00001d048560
Zm00001d048561_T001	9	+	158743477	158744834	Zm00001d048561
Zm00001d048562_T003	9	-	158799847	158813205	Zm00001d048562
Zm00001d048563_T001	9	-	158817345	158819060	Zm00001d048563
Zm00001d048564_T004	9	+	158839267	158844061	Zm00001d048564
Zm00001d048565_T001	9	-	158844222	158845460	Zm00001d048565
Zm00001d048566_T001	9	+	158877484	158881546	Zm00001d048566
Zm00001d048567_T004	9	+	158944250	158953300	Zm00001d048567
Zm00001d048568_T002	9	+	159039631	159047635	Zm00001d048568
Zm00001d048569_T001	9	-	159051866	159053940	Zm00001d048569
Zm00001d048570_T001	9	+	159272496	159278773	Zm00001d048570
Zm00001d048573_T001	9	+	159282725	159284887	Zm00001d048573
Zm00001d048574_T002	9	-	159326201	159349212	Zm00001d048574
Zm00001d048575_T003	9	-	159480992	159515420	Zm00001d048575
Zm00001d048576_T001	9	-	159531031	159535776	Zm00001d048576
Zm00001d048577_T002	9	+	159667997	159691083	Zm00001d048577
Zm00001d048578_T001	4	-	50275	52356	Zm00001d048578
Zm00001d048582_T001	4	+	218616	220062	Zm00001d048582
Zm00001d048583_T001	4	-	220380	224895	Zm00001d048583
Zm00001d048584_T001	4	+	220588	221098	Zm00001d048584
Zm00001d048585_T001	4	+	297946	301454	Zm00001d048585
Zm00001d048586_T001	4	-	301532	306087	Zm00001d048586
Zm00001d048588_T001	4	-	712460	714365	Zm00001d048588
Zm00001d048590_T001	4	+	818673	819621	Zm00001d048590
Zm00001d048591_T001	4	-	821352	823207	Zm00001d048591
Zm00001d048592_T001	4	+	919275	920997	Zm00001d048592
Zm00001d048593_T001	4	+	921607	923738	Zm00001d048593
Zm00001d048594_T001	4	+	980010	981702	Zm00001d048594
Zm00001d048595_T001	4	+	983433	984507	Zm00001d048595
Zm00001d048596_T001	4	+	1021864	1028086	Zm00001d048596
Zm00001d048597_T001	4	-	1025116	1026818	Zm00001d048597
Zm00001d048598_T001	4	-	1029198	1029531	Zm00001d048598
Zm00001d048599_T002	4	+	1039794	1042322	Zm00001d048599
Zm00001d048600_T001	4	-	1042493	1044431	Zm00001d048600
Zm00001d048601_T001	4	-	1045390	1047319	Zm00001d048601
Zm00001d048602_T001	4	-	1048187	1050188	Zm00001d048602
Zm00001d048603_T001	4	-	1051643	1057496	Zm00001d048603
Zm00001d048604_T001	4	-	1058558	1060856	Zm00001d048604
Zm00001d048605_T001	4	-	1110682	1111262	Zm00001d048605
Zm00001d048606_T001	4	+	1119071	1120989	Zm00001d048606
Zm00001d048608_T001	4	+	1259981	1261388	Zm00001d048608
Zm00001d048609_T001	4	+	1277392	1280951	Zm00001d048609
Zm00001d048610_T001	4	-	1281320	1281778	Zm00001d048610
Zm00001d048611_T001	4	-	1283711	1284484	Zm00001d048611
Zm00001d048612_T003	4	+	1286634	1292972	Zm00001d048612
Zm00001d048613_T001	4	-	1294081	1306354	Zm00001d048613
Zm00001d048614_T002	4	-	1307247	1309817	Zm00001d048614
Zm00001d048615_T001	4	-	1368531	1369329	Zm00001d048615
Zm00001d048616_T001	4	+	1392482	1395346	Zm00001d048616
Zm00001d048617_T001	4	-	1457924	1458461	Zm00001d048617
Zm00001d048618_T001	4	-	1473196	1474843	Zm00001d048618
Zm00001d048620_T001	4	-	1475646	1478778	Zm00001d048620
Zm00001d048621_T001	4	+	1519871	1524402	Zm00001d048621
Zm00001d048622_T001	4	+	1526817	1529212	Zm00001d048622
Zm00001d048623_T002	4	+	1532823	1534194	Zm00001d048623
Zm00001d048624_T001	4	-	1538336	1539457	Zm00001d048624
Zm00001d048625_T001	4	-	1562954	1564019	Zm00001d048625
Zm00001d048626_T001	4	-	1714287	1716504	Zm00001d048626
Zm00001d048627_T001	4	-	1738290	1741618	Zm00001d048627
Zm00001d048628_T001	4	+	1742937	1750335	Zm00001d048628
Zm00001d048629_T001	4	-	1750762	1751718	Zm00001d048629
Zm00001d048630_T001	4	-	1765063	1765348	Zm00001d048630
Zm00001d048631_T001	4	-	1766784	1769498	Zm00001d048631
Zm00001d048632_T005	4	-	1774614	1782873	Zm00001d048632
Zm00001d048633_T001	4	+	1815209	1815879	Zm00001d048633
Zm00001d048634_T001	4	+	1846584	1848071	Zm00001d048634
Zm00001d048635_T001	4	-	1863484	1867128	Zm00001d048635
Zm00001d048636_T001	4	-	2418844	2419582	Zm00001d048636
Zm00001d048637_T001	4	+	2421428	2434362	Zm00001d048637
Zm00001d048639_T001	4	+	2460060	2463705	Zm00001d048639
Zm00001d048640_T001	4	+	2483070	2484819	Zm00001d048640
Zm00001d048642_T001	4	-	2508368	2510931	Zm00001d048642
Zm00001d048643_T002	4	+	2534585	2541828	Zm00001d048643
Zm00001d048644_T001	4	-	2546674	2549655	Zm00001d048644
Zm00001d048645_T001	4	+	2583582	2585267	Zm00001d048645
Zm00001d048646_T001	4	+	2595458	2597863	Zm00001d048646
Zm00001d048647_T001	4	+	2600275	2602518	Zm00001d048647
Zm00001d048648_T003	4	+	2606136	2607496	Zm00001d048648
Zm00001d048649_T001	4	-	2612411	2612975	Zm00001d048649
Zm00001d048651_T001	4	-	2627596	2629906	Zm00001d048651
Zm00001d048652_T002	4	-	2633270	2635510	Zm00001d048652
Zm00001d048653_T001	4	-	2636234	2636976	Zm00001d048653
Zm00001d048654_T001	4	-	2641452	2642089	Zm00001d048654
Zm00001d048655_T002	4	-	2668191	2674113	Zm00001d048655
Zm00001d048656_T001	4	-	2788327	2789237	Zm00001d048656
Zm00001d048658_T002	4	-	2822830	2825638	Zm00001d048658
Zm00001d048660_T001	4	+	2847382	2847973	Zm00001d048660
Zm00001d048661_T002	4	-	2959104	2960799	Zm00001d048661
Zm00001d048662_T001	4	+	2961498	2962521	Zm00001d048662
Zm00001d048663_T001	4	-	2963432	2979198	Zm00001d048663
Zm00001d048664_T001	4	+	2979865	2980753	Zm00001d048664
Zm00001d048665_T001	4	+	2984217	2989606	Zm00001d048665
Zm00001d048666_T001	4	-	2990398	2991001	Zm00001d048666
Zm00001d048667_T010	4	-	3003538	3015421	Zm00001d048667
Zm00001d048669_T001	4	+	3057593	3060877	Zm00001d048669
Zm00001d048670_T001	4	+	3063256	3064807	Zm00001d048670
Zm00001d048671_T001	4	-	3088194	3089163	Zm00001d048671
Zm00001d048672_T002	4	+	3090492	3095287	Zm00001d048672
Zm00001d048673_T003	4	+	3095970	3100854	Zm00001d048673
Zm00001d048674_T001	4	+	3124348	3125476	Zm00001d048674
Zm00001d048680_T001	4	-	3197913	3204309	Zm00001d048680
Zm00001d048681_T001	4	-	3223778	3225488	Zm00001d048681
Zm00001d048682_T001	4	-	3226715	3228605	Zm00001d048682
Zm00001d048683_T001	4	+	3233705	3235463	Zm00001d048683
Zm00001d048684_T001	4	+	3237295	3249838	Zm00001d048684
Zm00001d048686_T001	4	-	3251054	3252592	Zm00001d048686
Zm00001d048687_T002	4	+	3254947	3257381	Zm00001d048687
Zm00001d048688_T001	4	+	3266869	3268342	Zm00001d048688
Zm00001d048689_T003	4	+	3334724	3345872	Zm00001d048689
Zm00001d048690_T001	4	+	3346372	3347902	Zm00001d048690
Zm00001d048691_T001	4	-	3348341	3351882	Zm00001d048691
Zm00001d048692_T002	4	+	3354423	3358262	Zm00001d048692
Zm00001d048693_T001	4	+	3408212	3414247	Zm00001d048693
Zm00001d048694_T001	4	-	3416244	3417544	Zm00001d048694
Zm00001d048695_T001	4	+	3429845	3433327	Zm00001d048695
Zm00001d048696_T001	4	+	3440983	3444303	Zm00001d048696
Zm00001d048697_T001	4	-	3464265	3467995	Zm00001d048697
Zm00001d048698_T002	4	+	3500822	3505327	Zm00001d048698
Zm00001d048699_T001	4	-	3500901	3501294	Zm00001d048699
Zm00001d048701_T001	4	-	3509533	3516046	Zm00001d048701
Zm00001d048702_T001	4	-	3574389	3576488	Zm00001d048702
Zm00001d048703_T002	4	-	3614701	3616705	Zm00001d048703
Zm00001d048704_T001	4	-	3617329	3619610	Zm00001d048704
Zm00001d048705_T001	4	+	3672326	3674403	Zm00001d048705
Zm00001d048707_T001	4	-	3787418	3789065	Zm00001d048707
Zm00001d048709_T001	4	+	3833329	3835353	Zm00001d048709
Zm00001d048710_T001	4	+	3837796	3839930	Zm00001d048710
Zm00001d048711_T001	4	-	3843347	3844823	Zm00001d048711
Zm00001d048712_T001	4	+	3847633	3850842	Zm00001d048712
Zm00001d048715_T005	4	+	4114602	4118892	Zm00001d048715
Zm00001d048716_T001	4	-	4145642	4146017	Zm00001d048716
Zm00001d048717_T004	4	-	4146609	4153083	Zm00001d048717
Zm00001d048718_T010	4	-	4153365	4160807	Zm00001d048718
Zm00001d048719_T001	4	-	4178504	4178837	Zm00001d048719
Zm00001d048720_T001	4	-	4181911	4182247	Zm00001d048720
Zm00001d048721_T001	4	-	4184199	4187807	Zm00001d048721
Zm00001d048722_T001	4	+	4187981	4189310	Zm00001d048722
Zm00001d048723_T001	4	+	4219128	4220219	Zm00001d048723
Zm00001d048724_T001	4	-	4299720	4300323	Zm00001d048724
Zm00001d048725_T001	4	-	4305446	4306434	Zm00001d048725
Zm00001d048726_T001	4	+	4312487	4315879	Zm00001d048726
Zm00001d048727_T001	4	+	4318414	4319363	Zm00001d048727
Zm00001d048728_T001	4	+	4320092	4320698	Zm00001d048728
Zm00001d048729_T001	4	+	4324467	4325654	Zm00001d048729
Zm00001d048730_T001	4	-	4421633	4425292	Zm00001d048730
Zm00001d048731_T004	4	+	4464762	4469275	Zm00001d048731
Zm00001d048732_T001	4	+	4469600	4475393	Zm00001d048732
Zm00001d048734_T004	4	+	4476476	4484516	Zm00001d048734
Zm00001d048736_T001	4	+	4607650	4610357	Zm00001d048736
Zm00001d048737_T001	4	-	4611294	4613053	Zm00001d048737
Zm00001d048738_T001	4	+	4760730	4762024	Zm00001d048738
Zm00001d048739_T001	4	+	4786053	4789345	Zm00001d048739
Zm00001d048740_T001	4	+	4792532	4793732	Zm00001d048740
Zm00001d048741_T005	4	+	4796509	4825085	Zm00001d048741
Zm00001d048742_T001	4	-	4829086	4832212	Zm00001d048742
